"plate_well","plate","well","identifier","hit","welltype","create_date","fp","fp_1","fi","fi_1","p","p_1","s","s_1"
"1796C14","1796","C14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796C14","0","X","2015-08-31 19:12","262.1","266.4","50479060.0","49683007.0","21553173.0","21184179.0","7372714.0","7314649.0"
"1796C13","1796","C13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796C13","0","X","2015-08-31 19:12","258.0","258.0","46436101.0","46152693.0","19852315.0","19731356.0","6731471.0","6689981.0"
"1796C12","1796","C12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796C12","0","X","2015-08-31 19:12","248.0","252.6","52832365.0","51943893.0","22656035.0","22243841.0","7520295.0","7456211.0"
"1796C11","1796","C11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796C11","0","X","2015-08-31 19:12","251.0","254.8","49042971.0","48340425.0","21011889.0","20686984.0","7019193.0","6966457.0"
"1796C10","1796","C10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796C10","0","X","2015-08-31 19:12","256.7","259.6","46883847.0","46761373.0","20052019.0","19981576.0","6779809.0","6798221.0"
"1796C09","1796","C09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796C09","0","X","2015-08-31 19:12","257.8","261.0","49424543.0","49075442.0","21131307.0","20960984.0","7161929.0","7153474.0"
"1796C08","1796","C08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796C08","0","X","2015-08-31 19:12","247.7","262.0","47097007.0","46161128.0","20198565.0","19709906.0","6699877.0","6741316.0"
"1796C07","1796","C07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796C07","0","X","2015-08-31 19:12","256.2","255.7","46900749.0","45549320.0","20061993.0","19487304.0","6776763.0","6574712.0"
"1796C06","1796","C06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796C06","0","X","2015-08-31 19:12","255.3","258.2","46570631.0","46394758.0","19926465.0","19833240.0","6717701.0","6728278.0"
"1796C05","1796","C05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796C05","0","X","2015-08-31 19:12","261.1","260.0","47718526.0","47308952.0","20380967.0","20212560.0","6956592.0","6883832.0"
"1796C04","1796","C04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796C04","0","X","2015-08-31 19:12","256.9","263.0","44271221.0","44002962.0","18932959.0","18782792.0","6405303.0","6437378.0"
"1796C03","1796","C03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796C03","0","X","2015-08-31 19:12","257.4","262.3","47354785.0","47191553.0","20248541.0","20148164.0","6857703.0","6895225.0"
"1796C02","1796","C02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796C02","0","X","2015-08-31 19:12","256.5","262.9","47781904.0","47431998.0","20436810.0","20246892.0","6908284.0","6938214.0"
"1796C01","1796","C01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796C01","0","X","2015-08-31 19:12","247.3","252.1","49150737.0","48629593.0","21082131.0","20828039.0","6986475.0","6973515.0"
"1796B24","1796","B24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796B24","0","N","2015-08-31 19:12","251.5","255.0","48963503.0","48813130.0","20974722.0","20887849.0","7014059.0","7037432.0"
"1796B23","1796","B23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796B23","0","P","2015-08-31 19:12","166.0","194.6","29904870.0","31468832.0","13118520.0","13702170.0","3667830.0","4064492.0"
"1796B22","1796","B22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796B22","0","X","2015-08-31 19:12","258.5","254.0","49189498.0","48859333.0","21026009.0","20913856.0","7137480.0","7031621.0"
"1796B21","1796","B21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796B21","0","X","2015-08-31 19:12","253.7","254.4","49634416.0","49761546.0","21247713.0","21297371.0","7138990.0","7166804.0"
"1796B20","1796","B20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796B20","0","X","2015-08-31 19:12","249.2","256.2","47385875.0","46713359.0","20313031.0","19981922.0","6759813.0","6749515.0"
"1796B19","1796","B19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796B19","0","X","2015-08-31 19:12","251.2","253.7","48823670.0","48928152.0","20916888.0","20945269.0","6989894.0","7037614.0"
"1796B18","1796","B18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796B18","0","X","2015-08-31 19:12","253.3","254.5","48904747.0","49065501.0","20938296.0","20999407.0","7028155.0","7066687.0"
"1796A13","1796","A13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796A13","0","X","2015-08-31 19:12","254.3","256.6","49691299.0","49172898.0","21268263.0","21031218.0","7154773.0","7110462.0"
"1796A12","1796","A12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796A12","0","X","2015-08-31 19:12","258.2","258.2","49412355.0","49179972.0","21123441.0","21023702.0","7165473.0","7132568.0"
"1796A11","1796","A11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796A11","0","X","2015-08-31 19:12","225.8","223.8","63056984.0","67281893.0","27219041.0","29059623.0","8618902.0","9162647.0"
"1796A10","1796","A10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796A10","0","X","2015-08-31 19:12","277.7","274.5","67410495.0","67502640.0","28638786.0","28708182.0","10132923.0","10086276.0"
"1796A09","1796","A09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796A09","0","X","2015-08-31 19:12","257.1","251.1","50150648.0","50357132.0","21446505.0","21574492.0","7257638.0","7208148.0"
"1796A08","1796","A08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796A08","0","X","2015-08-31 19:12","252.2","256.4","49468532.0","49079150.0","21186505.0","20992558.0","7095522.0","7094034.0"
"1796A07","1796","A07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796A07","0","X","2015-08-31 19:12","251.2","255.0","49793843.0","49168548.0","21332434.0","21040120.0","7128975.0","7088308.0"
"1796A06","1796","A06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796A06","0","X","2015-08-31 19:12","256.9","263.9","52158190.0","56847767.0","22306201.0","24258644.0","7545788.0","8330479.0"
"1796A05","1796","A05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796A05","0","X","2015-08-31 19:12","255.0","250.4","50388564.0","50494138.0","21561766.0","21637706.0","7265032.0","7218726.0"
"1796A04","1796","A04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796A04","0","X","2015-08-31 19:12","253.3","252.1","56604362.0","55890972.0","24234473.0","23938050.0","8135416.0","8014872.0"
"1796A03","1796","A03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796A03","0","X","2015-08-31 19:12","250.0","252.6","50241761.0","49650202.0","21532127.0","21261924.0","7177507.0","7126354.0"
"1796A02","1796","A02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796A02","0","X","2015-08-31 19:12","244.3","251.1","51992319.0","51617965.0","22320898.0","22114747.0","7350523.0","7388471.0"
"1796A01","1796","A01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796A01","0","X","2015-08-31 19:12","248.8","243.0","51889026.0","51884184.0","22246563.0","22283132.0","7395900.0","7317920.0"
"1795P24","1795","P24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P24","0","N","2015-08-31 19:12","239.7","248.8","51795523.0","50953847.0","22267320.0","21845415.0","7260883.0","7263017.0"
"1795P22","1795","P22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P22","0","X","2015-08-31 19:12","242.6","245.5","51745295.0","51373320.0","22226091.0","22047372.0","7293113.0","7278576.0"
"1795P21","1795","P21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P21","0","X","2015-08-31 19:12","244.7","245.6","53087226.0","53720023.0","22787964.0","23053300.0","7511298.0","7613423.0"
"1795P20","1795","P20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P20","0","X","2015-08-31 19:12","246.5","252.2","52800280.0","52163119.0","22653076.0","22340746.0","7494128.0","7481627.0"
"1795P19","1795","P19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P19","0","X","2015-08-31 19:12","238.8","245.0","56036362.0","52782469.0","24096951.0","22655304.0","7842460.0","7471861.0"
"1795P18","1795","P18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P18","0","X","2015-08-31 19:12","247.7","248.1","52146593.0","51333469.0","22364374.0","22012850.0","7417845.0","7307769.0"
"1795P17","1795","P17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P17","0","X","2015-08-31 19:12","268.4","278.7","89169896.0","96460505.0","37997248.0","40967908.0","13175400.0","14524689.0"
"1795P16","1795","P16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P16","0","X","2015-08-31 19:12","243.1","249.6","51435245.0","50358385.0","22089639.0","21584609.0","7255967.0","7189167.0"
"1795P15","1795","P15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P15","0","X","2015-08-31 19:12","245.3","259.1","51170810.0","49969153.0","21961406.0","21355207.0","7247998.0","7258739.0"
"1795P14","1795","P14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P14","0","X","2015-08-31 19:12","247.0","255.0","52629611.0","52353781.0","22576174.0","22402867.0","7477263.0","7548047.0"
"1795P13","1795","P13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P13","0","X","2015-08-31 19:12","234.2","241.4","60564428.0","59937253.0","26079481.0","25754133.0","8405466.0","8428987.0"
"1795P12","1795","P12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P12","0","X","2015-08-31 19:12","248.9","253.4","57033724.0","58798465.0","24451500.0","25173200.0","8130724.0","8452065.0"
"1795P11","1795","P11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P11","0","X","2015-08-31 19:12","254.3","254.9","51336946.0","50906235.0","21972625.0","21784071.0","7391696.0","7338093.0"
"1795P10","1795","P10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P10","0","X","2015-08-31 19:12","250.7","258.5","51470561.0","50447192.0","22054145.0","21563416.0","7362271.0","7320360.0"
"1795P09","1795","P09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P09","0","X","2015-08-31 19:12","252.4","253.7","50988014.0","50125622.0","21835759.0","21458256.0","7316496.0","7209110.0"
"1795P08","1795","P08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P08","0","X","2015-08-31 19:12","245.1","244.3","66181179.0","66169088.0","28405325.0","28407373.0","9370529.0","9354342.0"
"1795P07","1795","P07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P07","0","X","2015-08-31 19:12","245.7","254.6","52714655.0","52090742.0","22621793.0","22293194.0","7471069.0","7504354.0"
"1795P06","1795","P06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P06","0","X","2015-08-31 19:12","249.2","257.1","51093200.0","50293311.0","21902599.0","21507595.0","7288002.0","7278121.0"
"1795P05","1795","P05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P05","0","X","2015-08-31 19:12","252.9","257.2","51024045.0","50131311.0","21848271.0","21437032.0","7327503.0","7257247.0"
"1795P04","1795","P04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P04","0","X","2015-08-31 19:12","249.0","254.8","50724396.0","50253337.0","21745604.0","21505241.0","7233188.0","7242855.0"
"1795P03","1795","P03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P03","0","X","2015-08-31 19:12","243.6","249.9","95555356.0","99323575.0","41031686.0","42568012.0","13491984.0","14187551.0"
"1795P02","1795","P02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P02","0","X","2015-08-31 19:12","247.1","254.6","51750810.0","50732798.0","22198651.0","21712335.0","7353508.0","7308128.0"
"1795P01","1795","P01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P01","0","X","2015-08-31 19:12","241.3","245.2","51778590.0","50998643.0","22249259.0","21888243.0","7280072.0","7222157.0"
"1795O24","1795","O24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O24","0","N","2015-08-31 19:12","247.9","249.5","49236629.0","48657828.0","21114985.0","20856301.0","7006659.0","6945226.0"
"1795O22","1795","O22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O22","0","X","2015-08-31 19:12","246.0","255.8","51486894.0","50332978.0","22092542.0","21532734.0","7301810.0","7267510.0"
"1795O21","1795","O21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O21","0","X","2015-08-31 19:12","254.9","255.2","52767671.0","51680033.0","22580688.0","22113080.0","7606295.0","7453873.0"
"1795O20","1795","O20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O20","0","X","2015-08-31 19:12","253.9","257.0","51573607.0","50895970.0","22076416.0","21765738.0","7420775.0","7364494.0"
"1795O19","1795","O19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O19","0","X","2015-08-31 19:12","248.1","257.0","51377290.0","50888419.0","22031587.0","21762449.0","7314116.0","7363521.0"
"1795O18","1795","O18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O18","0","X","2015-08-31 19:12","257.4","258.5","50577950.0","50100054.0","21626750.0","21415630.0","7324450.0","7268794.0"
"1795O17","1795","O17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O17","0","X","2015-08-31 19:12","250.4","258.0","51772794.0","50493430.0","22185839.0","21586724.0","7401116.0","7319982.0"
"1795O16","1795","O16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O16","0","X","2015-08-31 19:12","247.4","257.4","51351010.0","50396449.0","22025253.0","21549595.0","7300504.0","7297259.0"
"1795O15","1795","O15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O15","0","X","2015-08-31 19:12","253.0","263.9","50799432.0","49691163.0","21751256.0","21204675.0","7296920.0","7281813.0"
"1795O14","1795","O14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O14","0","X","2015-08-31 19:12","249.6","255.9","51562538.0","50139876.0","22100765.0","21449685.0","7361008.0","7240506.0"
"1795O13","1795","O13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O13","0","X","2015-08-31 19:12","235.9","234.2","92198186.0","92279499.0","39681198.0","39735313.0","12835790.0","12808873.0"
"1795O12","1795","O12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O12","0","X","2015-08-31 19:12","246.8","248.1","57001240.0","56944766.0","24452556.0","24418834.0","8096128.0","8107098.0"
"1795O11","1795","O11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O11","0","X","2015-08-31 19:12","251.5","260.7","51466541.0","50754454.0","22046689.0","21680338.0","7373163.0","7393778.0"
"1795O10","1795","O10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O10","0","X","2015-08-31 19:12","253.5","256.6","50961893.0","50441862.0","21817218.0","21574311.0","7327457.0","7293240.0"
"1795O09","1795","O09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O09","0","X","2015-08-31 19:12","251.6","254.0","51906093.0","51296091.0","22234578.0","21957152.0","7436937.0","7381787.0"
"1795O08","1795","O08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O08","0","X","2015-08-31 19:12","255.1","254.6","51537728.0","51067742.0","22052856.0","21855673.0","7432016.0","7356396.0"
"1795O07","1795","O07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O07","0","X","2015-08-31 19:12","257.7","258.4","56847289.0","55175714.0","24305546.0","23586002.0","8236197.0","8003710.0"
"1795O06","1795","O06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O06","0","X","2015-08-31 19:12","255.7","262.8","52259907.0","51279804.0","22357945.0","21890176.0","7544017.0","7499452.0"
"1795O05","1795","O05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O05","0","X","2015-08-31 19:12","251.7","262.3","52526395.0","51273228.0","22499538.0","21890734.0","7527319.0","7491760.0"
"1795O04","1795","O04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O04","0","X","2015-08-31 19:12","252.2","263.0","50442213.0","49398224.0","21603292.0","21085685.0","7235629.0","7226854.0"
"1795O03","1795","O03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O03","0","X","2015-08-31 19:12","250.9","257.9","51947157.0","50766071.0","22257218.0","21703911.0","7432721.0","7358249.0"
"1795O02","1795","O02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O02","0","X","2015-08-31 19:12","256.4","259.6","50358073.0","49288504.0","21539984.0","21061143.0","7278105.0","7166218.0"
"1795O01","1795","O01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O01","0","X","2015-08-31 19:12","249.6","255.5","52457370.0","51765941.0","22484596.0","22148151.0","7488178.0","7469639.0"
"1795N24","1795","N24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N24","0","N","2015-08-31 19:12","243.7","255.6","48738661.0","47732840.0","20927691.0","20421892.0","6883279.0","6889056.0"
"1795N22","1795","N22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N22","0","X","2015-08-31 19:12","248.2","251.9","53588691.0","52928579.0","22979015.0","22670798.0","7630661.0","7586983.0"
"1795N21","1795","N21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N21","0","X","2015-08-31 19:12","250.5","260.2","48847848.0","47723042.0","20931911.0","20388420.0","6984026.0","6946202.0"
"1795N20","1795","N20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N20","0","X","2015-08-31 19:12","247.7","256.7","48942538.0","48141939.0","20990192.0","20590072.0","6962154.0","6961795.0"
"1795N19","1795","N19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N19","0","X","2015-08-31 19:12","246.1","252.8","63168520.0","61550346.0","27104018.0","26355975.0","8960484.0","8838396.0"
"1795N18","1795","N18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N18","0","X","2015-08-31 19:12","250.0","253.4","49373159.0","48649380.0","21159997.0","20827908.0","7053165.0","6993564.0"
"1795N17","1795","N17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N17","0","X","2015-08-31 19:12","249.9","256.8","56598133.0","55890503.0","24257021.0","23903254.0","8084091.0","8083995.0"
"1795N16","1795","N16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N16","0","X","2015-08-31 19:12","250.1","259.8","49283613.0","48200352.0","21121222.0","20594896.0","7041169.0","7010560.0"
"1795N15","1795","N15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N15","0","X","2015-08-31 19:12","253.9","257.1","48590559.0","47616265.0","20799812.0","20362773.0","6990935.0","6890719.0"
"1795N14","1795","N14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N14","0","X","2015-08-31 19:12","248.2","257.1","48072050.0","47283197.0","20613883.0","20220181.0","6844284.0","6842835.0"
"1795N13","1795","N13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N13","0","X","2015-08-31 19:12","243.5","245.8","60955204.0","61384413.0","26175428.0","26340924.0","8604348.0","8702565.0"
"1795N12","1795","N12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N12","0","X","2015-08-31 19:12","257.1","253.6","48500935.0","48792744.0","20740961.0","20888234.0","7019013.0","7016276.0"
"1795N11","1795","N11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N11","0","X","2015-08-31 19:12","256.7","255.8","48613969.0","47931440.0","20791412.0","20505734.0","7031145.0","6919972.0"
"1795N10","1795","N10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N10","0","X","2015-08-31 19:12","256.4","262.2","49366393.0","48617438.0","21115752.0","20757833.0","7134889.0","7101772.0"
"1795N09","1795","N09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N09","0","X","2015-08-31 19:12","250.3","257.6","49067205.0","48108956.0","21026932.0","20569851.0","7013341.0","6969254.0"
"1795N08","1795","N08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N08","0","X","2015-08-31 19:12","256.0","263.4","57832921.0","57248750.0","24740306.0","24433920.0","8352309.0","8380910.0"
"1795N07","1795","N07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N07","0","X","2015-08-31 19:12","255.8","258.4","48504221.0","47475217.0","20750458.0","20293714.0","7003305.0","6887789.0"
"1795N06","1795","N06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N06","0","X","2015-08-31 19:12","253.7","251.7","64684177.0","64178709.0","27690011.0","27490710.0","9304155.0","9197289.0"
"1795N05","1795","N05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N05","0","X","2015-08-31 19:12","252.5","261.6","57770971.0","57164380.0","24740381.0","24411646.0","8290209.0","8341088.0"
"1795N04","1795","N04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N04","0","X","2015-08-31 19:12","252.8","257.2","49094722.0","48334829.0","21022531.0","20669067.0","7049660.0","6996695.0"
"1795N03","1795","N03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N03","0","X","2015-08-31 19:12","253.5","260.2","48228165.0","47554744.0","20646923.0","20316372.0","6934319.0","6922000.0"
"1795N02","1795","N02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N02","0","X","2015-08-31 19:12","256.0","255.5","49484142.0","49105697.0","21168640.0","21010146.0","7146862.0","7085405.0"
"1795N01","1795","N01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N01","0","X","2015-08-31 19:12","251.9","252.4","51265591.0","50962802.0","21958322.0","21824885.0","7348947.0","7313032.0"
"1795M24","1795","M24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795M24","0","N","2015-08-31 19:12","249.6","248.6","48134882.0","47656119.0","20631505.0","20432717.0","6871872.0","6790685.0"
"1795M23","1795","M23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795M23","0","P","2015-08-31 19:12","182.8","196.1","31685062.0","31190765.0","13839470.0","13575340.0","4006122.0","4040085.0"
"1795M22","1795","M22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795M22","0","X","2015-08-31 19:12","245.8","258.6","48438167.0","47465588.0","20785910.0","20288896.0","6866347.0","6887796.0"
"1795M21","1795","M21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795M21","0","X","2015-08-31 19:12","242.9","252.8","49838174.0","49146105.0","21405292.0","21044422.0","7027590.0","7057261.0"
"1795M20","1795","M20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795M20","0","X","2015-08-31 19:12","248.3","263.0","48948987.0","48078936.0","20989102.0","20522526.0","6970783.0","7033884.0"
"1795M19","1795","M19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795M19","0","X","2015-08-31 19:12","253.6","256.0","53373234.0","52806604.0","22849349.0","22589642.0","7674536.0","7627320.0"
"1795M18","1795","M18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795M18","0","X","2015-08-31 19:12","256.5","262.2","48773917.0","47992621.0","20861251.0","20490802.0","7051415.0","7011017.0"
"1795M17","1795","M17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795M17","0","X","2015-08-31 19:12","252.6","258.0","48720894.0","47761803.0","20863845.0","20418970.0","6993204.0","6923863.0"
"1795M16","1795","M16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795M16","0","X","2015-08-31 19:12","250.9","253.4","47946498.0","47651525.0","20542705.0","20400898.0","6861088.0","6849729.0"
"1795M14","1795","M14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795M14","0","X","2015-08-31 19:12","252.3","259.9","47531422.0","46726172.0","20356098.0","19964448.0","6819226.0","6797276.0"
"1795M13","1795","M13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795M13","0","X","2015-08-31 19:12","249.6","255.8","49718310.0","49216420.0","21310737.0","21055396.0","7096836.0","7105628.0"
"1795M12","1795","M12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795M12","0","X","2015-08-31 19:12","254.4","256.9","51817482.0","51510210.0","22177589.0","22029192.0","7462304.0","7451826.0"
"1795M11","1795","M11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795M11","0","X","2015-08-31 19:12","251.4","257.3","50579194.0","50286239.0","21667516.0","21502666.0","7244162.0","7280907.0"
"1795M10","1795","M10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795M10","0","X","2015-08-31 19:12","245.4","260.7","48247154.0","46912968.0","20706075.0","20039355.0","6835004.0","6834258.0"
"1795M09","1795","M09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795M09","0","X","2015-08-31 19:12","252.8","260.9","49158394.0","47975583.0","21049621.0","20491576.0","7059152.0","6992431.0"
"1795M08","1795","M08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795M08","0","X","2015-08-31 19:12","250.0","258.5","50556005.0","49705635.0","21666696.0","21246987.0","7222613.0","7211661.0"
"1795M07","1795","M07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795M07","0","X","2015-08-31 19:12","254.3","260.1","49134667.0","48114327.0","21030128.0","20555987.0","7074411.0","7002353.0"
"1795M06","1795","M06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795M06","0","X","2015-08-31 19:12","256.1","260.3","47980853.0","47319978.0","20524996.0","20215460.0","6930861.0","6889058.0"
"1795M05","1795","M05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795M05","0","X","2015-08-31 19:12","253.8","260.5","48199010.0","47202649.0","20632702.0","20164442.0","6933606.0","6873765.0"
"1795M04","1795","M04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795M04","0","X","2015-08-31 19:12","252.1","259.0","47474668.0","45957186.0","20333029.0","19641278.0","6808610.0","6674630.0"
