"plate_well","plate","well","identifier","hit","welltype","create_date","fp","fp_1","fi","fi_1","p","p_1","s","s_1"
"1798H24","1798","H24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H24","0","N","2015-08-31 19:12","258.7","262.9","47494848.0","46977143.0","20300333.0","20053097.0","6894182.0","6870949.0"
"1798H22","1798","H22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H22","0","X","2015-08-31 19:12","264.0","265.6","52551545.0","52798823.0","22424610.0","22518970.0","7702325.0","7760883.0"
"1798H21","1798","H21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H21","0","X","2015-08-31 19:12","261.4","267.8","46355830.0","45623372.0","19797252.0","19444617.0","6761326.0","6734138.0"
"1797B23","1797","B23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797B23","0","P","2015-08-31 19:12","193.1","190.8","31802808.0","32092579.0","13852954.0","13987756.0","4096900.0","4117067.0"
"1797A23","1797","A23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1797A23","0","P","2015-08-31 19:12","186.7","191.1","32856609.0","32614116.0","14336330.0","14213921.0","4183949.0","4186274.0"
"1796P23","1796","P23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796P23","0","P","2015-08-31 19:12","186.3","188.4","32545423.0","32097140.0","14202305.0","13998667.0","4140813.0","4099806.0"
"1796O23","1796","O23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796O23","0","P","2015-08-31 19:12","191.4","195.4","32246222.0","31893735.0","14052665.0","13884252.0","4140892.0","4125231.0"
"1796N23","1796","N23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796N23","0","P","2015-08-31 19:12","189.3","196.7","30900448.0","30352900.0","13473703.0","13208796.0","3953042.0","3935308.0"
"1796L23","1796","L23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796L23","0","P","2015-08-31 19:12","192.5","197.9","31145222.0","30918026.0","13568928.0","13450411.0","4007366.0","4017204.0"
"1796J23","1796","J23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796J23","0","P","2015-08-31 19:12","189.9","194.0","30735089.0","30516623.0","13399439.0","13289430.0","3936211.0","3937763.0"
"1796I23","1796","I23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796I23","0","P","2015-08-31 19:12","192.4","187.5","31605791.0","31500930.0","13769955.0","13742011.0","4065881.0","4016908.0"
"1796H23","1796","H23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796H23","0","P","2015-08-31 19:12","195.9","192.6","30783220.0","30532244.0","13398844.0","13301371.0","3985532.0","3929502.0"
"1796G23","1796","G23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796G23","0","P","2015-08-31 19:12","190.2","194.5","31071300.0","30976966.0","13545046.0","13488167.0","3981208.0","4000632.0"
"1796F23","1796","F23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796F23","0","P","2015-08-31 19:12","190.5","187.4","31517671.0","31497351.0","13738208.0","13740883.0","4041255.0","4015585.0"
"1796E23","1796","E23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796E23","0","P","2015-08-31 19:12","192.6","193.1","31993843.0","31988275.0","13937961.0","13934013.0","4117921.0","4120249.0"
"1796D23","1796","D23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1796D23","0","P","2015-08-31 19:12","192.6","195.3","29525406.0","29420718.0","12862783.0","12807791.0","3799840.0","3805136.0"
"1795P23","1795","P23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795P23","0","P","2015-08-31 19:12","175.0","182.6","33911808.0","33440873.0","14842196.0","14606965.0","4227416.0","4226943.0"
"1795O23","1795","O23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795O23","0","P","2015-08-31 19:12","183.7","186.8","33597098.0","33009248.0","14670935.0","14402526.0","4255228.0","4204196.0"
"1795N23","1795","N23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795N23","0","P","2015-08-31 19:12","178.9","192.1","31910984.0","31337539.0","13952275.0","13654065.0","4006434.0","4029409.0"
"1795L23","1795","L23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795L23","0","P","2015-08-31 19:12","178.7","188.8","32806311.0","32128397.0","14344663.0","14010822.0","4116985.0","4106753.0"
"1795K23","1795","K23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795K23","0","P","2015-08-31 19:12","182.2","192.1","32874900.0","32036275.0","14361301.0","13958347.0","4152298.0","4119581.0"
"1795J23","1795","J23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795J23","0","P","2015-08-31 19:12","178.4","184.5","31818232.0","31339119.0","13913618.0","13682208.0","3990996.0","3974703.0"
"1795H23","1795","H23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795H23","0","P","2015-08-31 19:12","172.5","184.8","32453803.0","31634594.0","14212891.0","13810266.0","4028021.0","4014062.0"
"1795G23","1795","G23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795G23","0","P","2015-08-31 19:12","182.0","191.1","32422827.0","31896337.0","14164714.0","13901399.0","4093399.0","4093539.0"
"1795F23","1795","F23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795F23","0","P","2015-08-31 19:12","178.2","189.9","33163167.0","32445324.0","14502217.0","14145168.0","4158733.0","4154988.0"
"1795E23","1795","E23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1795E23","0","P","2015-08-31 19:12","177.0","189.6","33478439.0","32740660.0","14644732.0","14274747.0","4188975.0","4191166.0"
"1798H20","1798","H20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H20","0","X","2015-08-31 19:12","267.2","262.0","46485231.0","46686746.0","19815804.0","19934300.0","6853623.0","6818146.0"
"1798H19","1798","H19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H19","0","X","2015-08-31 19:12","264.2","266.7","45508368.0","45129795.0","19418236.0","19241080.0","6671896.0","6647635.0"
"1798H18","1798","H18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H18","0","X","2015-08-31 19:12","265.4","260.7","46949094.0","46970163.0","20024867.0","20063509.0","6899360.0","6843145.0"
"1798H17","1798","H17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H17","0","X","2015-08-31 19:12","262.2","267.7","45906991.0","45402908.0","19600517.0","19351702.0","6705957.0","6699504.0"
"1798H16","1798","H16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H16","0","X","2015-08-31 19:12","244.5","244.5","51113298.0","51090759.0","21941950.0","21932450.0","7229398.0","7225859.0"
"1798H15","1798","H15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H15","0","X","2015-08-31 19:12","268.5","263.5","46534372.0","46351495.0","19828818.0","19782335.0","6876736.0","6786825.0"
"1798H14","1798","H14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H14","0","X","2015-08-31 19:12","265.6","267.1","46097402.0","46099757.0","19660774.0","19652096.0","6775854.0","6795565.0"
"1798H13","1798","H13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H13","0","X","2015-08-31 19:12","260.7","263.0","46774928.0","46563163.0","19980259.0","19875285.0","6814410.0","6812593.0"
"1798H12","1798","H12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H12","0","X","2015-08-31 19:12","250.1","254.5","55230152.0","53771794.0","23668995.0","23013570.0","7892162.0","7744654.0"
"1798H11","1798","H11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H11","0","X","2015-08-31 19:12","269.9","265.0","47098118.0","47391501.0","20059675.0","20216475.0","6978768.0","6958551.0"
"1798H10","1798","H10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H10","0","X","2015-08-31 19:12","262.6","268.2","46837587.0","46231474.0","19995322.0","19701518.0","6846943.0","6828438.0"
"1798H09","1798","H09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H09","0","X","2015-08-31 19:12","261.8","266.1","46703848.0","46353266.0","19943152.0","19766801.0","6817544.0","6819664.0"
"1798H08","1798","H08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H08","0","X","2015-08-31 19:12","264.6","268.8","47227247.0","46822063.0","20148603.0","19949373.0","6930041.0","6923317.0"
"1798H07","1798","H07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H07","0","X","2015-08-31 19:12","266.0","267.1","45913136.0","45686640.0","19579453.0","19476279.0","6754230.0","6734082.0"
"1798H06","1798","H06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H06","0","X","2015-08-31 19:12","264.9","265.8","45887876.0","45744639.0","19575779.0","19508739.0","6736318.0","6727161.0"
"1798H05","1798","H05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H05","0","X","2015-08-31 19:12","289.5","295.0","66991239.0","66480768.0","28349835.0","28081586.0","10291569.0","10317596.0"
"1798H04","1798","H04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H04","0","X","2015-08-31 19:12","262.4","270.1","46926104.0","45805953.0","20033951.0","19508633.0","6858202.0","6788687.0"
"1798H03","1798","H03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H03","0","X","2015-08-31 19:12","262.5","268.3","46472379.0","45986054.0","19839932.0","19596560.0","6792515.0","6792934.0"
"1798H02","1798","H02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H02","0","X","2015-08-31 19:12","266.9","264.3","46246511.0","46722960.0","19716283.0","19935697.0","6813945.0","6851566.0"
"1798H01","1798","H01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798H01","0","X","2015-08-31 19:12","259.6","258.0","47204795.0","46895905.0","20170623.0","20048970.0","6863549.0","6797965.0"
"1798G24","1798","G24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G24","0","N","2015-08-31 19:12","263.6","259.0","47442400.0","47408951.0","20246787.0","20262141.0","6948826.0","6884669.0"
"1798G22","1798","G22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G22","0","X","2015-08-31 19:12","266.8","265.7","46724357.0","46280298.0","19920358.0","19737957.0","6883641.0","6804384.0"
"1798G21","1798","G21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G21","0","X","2015-08-31 19:12","269.1","264.1","47871051.0","47519667.0","20394515.0","20276461.0","7082021.0","6966745.0"
"1798G20","1798","G20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G20","0","X","2015-08-31 19:12","268.2","268.0","46880657.0","46416601.0","19977916.0","19781798.0","6924825.0","6853005.0"
"1798G19","1798","G19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G19","0","X","2015-08-31 19:12","267.5","264.7","47114158.0","46729720.0","20082156.0","19935983.0","6949846.0","6857754.0"
"1798G18","1798","G18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G18","0","X","2015-08-31 19:12","267.8","268.3","46235442.0","45720640.0","19705985.0","19483385.0","6823472.0","6753870.0"
"1798G17","1798","G17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G17","0","X","2015-08-31 19:12","259.4","266.3","48172661.0","47183743.0","20585669.0","20119639.0","7001323.0","6944465.0"
"1798G16","1798","G16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G16","0","X","2015-08-31 19:12","268.4","266.6","46747896.0","46424504.0","19920465.0","19793506.0","6906966.0","6837492.0"
"1798G15","1798","G15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G15","0","X","2015-08-31 19:12","261.5","232.8","47042711.0","53922059.0","20089500.0","23228202.0","6863711.0","7465655.0"
"1798G14","1798","G14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798G14","0","X","2015-08-31 19:12","264.5","269.5","46885266.0","46284029.0","20003251.0","19715948.0","6878764.0","6852133.0"
"1798E14","1798","E14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E14","0","X","2015-08-31 19:12","265.4","274.1","47571380.0","46865294.0","20290700.0","19933942.0","6989980.0","6997410.0"
"1798E13","1798","E13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E13","0","X","2015-08-31 19:12","262.9","267.6","51315075.0","51101114.0","21904364.0","21780769.0","7506347.0","7539576.0"
"1798E12","1798","E12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E12","0","X","2015-08-31 19:12","258.4","264.0","50726621.0","49698258.0","21683907.0","21207245.0","7358807.0","7283768.0"
"1798E11","1798","E11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E11","0","X","2015-08-31 19:12","262.3","267.6","47115679.0","47541026.0","20115755.0","20263332.0","6884169.0","7014362.0"
"1798E10","1798","E10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E10","0","X","2015-08-31 19:12","247.9","255.6","54967386.0","53080251.0","23572396.0","22709960.0","7822594.0","7660331.0"
"1798E09","1798","E09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E09","0","X","2015-08-31 19:12","264.0","261.9","48744897.0","48391945.0","20799919.0","20663535.0","7145059.0","7064875.0"
"1798E08","1798","E08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E08","0","X","2015-08-31 19:12","264.1","259.4","47869249.0","47946722.0","20425625.0","20489404.0","7017999.0","6967914.0"
"1798E07","1798","E07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E07","0","X","2015-08-31 19:12","268.9","267.4","47560949.0","47513432.0","20263827.0","20253119.0","7033295.0","7007194.0"
"1798E06","1798","E06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E06","0","X","2015-08-31 19:12","261.7","265.4","47888979.0","47784121.0","20449829.0","20381330.0","6989321.0","7021461.0"
"1798E05","1798","E05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E05","0","X","2015-08-31 19:12","262.8","268.6","50112198.0","49995918.0","21391907.0","21302863.0","7328384.0","7390192.0"
"1798E04","1798","E04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E04","0","X","2015-08-31 19:12","248.2","267.5","55844804.0","49261100.0","23946313.0","20996940.0","7952178.0","7267220.0"
"1798E03","1798","E03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E03","0","X","2015-08-31 19:12","276.1","280.6","68395364.0","66192701.0","29072902.0","28094909.0","10249560.0","10002883.0"
"1798E02","1798","E02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E02","0","X","2015-08-31 19:12","271.3","264.7","47478490.0","47770169.0","20212849.0","20379869.0","7052792.0","7010431.0"
"1798E01","1798","E01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798E01","0","X","2015-08-31 19:12","262.8","260.4","49264188.0","49072318.0","21029611.0","20963566.0","7204966.0","7145186.0"
"1798D24","1798","D24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D24","0","N","2015-08-31 19:12","260.8","261.0","47007625.0","46840573.0","20078944.0","20006314.0","6849737.0","6827945.0"
"1798D22","1798","D22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D22","0","X","2015-08-31 19:12","263.7","270.4","46461873.0","45935138.0","19827727.0","19561344.0","6806419.0","6812450.0"
"1798D21","1798","D21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D21","0","X","2015-08-31 19:12","274.9","274.6","52432894.0","52606544.0","22295942.0","22371964.0","7841010.0","7862616.0"
"1798D20","1798","D20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D20","0","X","2015-08-31 19:12","246.9","249.4","52326809.0","51676420.0","22446773.0","22151338.0","7433263.0","7373744.0"
"1798D19","1798","D19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D19","0","X","2015-08-31 19:12","264.4","264.4","44923792.0","44805044.0","19167178.0","19116474.0","6589436.0","6572096.0"
"1798D18","1798","D18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D18","0","X","2015-08-31 19:12","263.2","264.0","44809710.0","44489190.0","19126092.0","18984231.0","6557526.0","6520728.0"
"1798D17","1798","D17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D17","0","X","2015-08-31 19:12","262.1","268.2","45826990.0","45113104.0","19566900.0","19225079.0","6693190.0","6662946.0"
"1798D16","1798","D16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D16","0","X","2015-08-31 19:12","265.9","267.2","45620199.0","45328794.0","19455216.0","19323034.0","6709767.0","6682726.0"
"1798D15","1798","D15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D15","0","X","2015-08-31 19:12","256.6","256.0","47924791.0","47704585.0","20497750.0","20407450.0","6929291.0","6889685.0"
"1798D14","1798","D14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D14","0","X","2015-08-31 19:12","264.1","266.6","44914783.0","44628076.0","19165543.0","19027693.0","6583697.0","6572690.0"
"1798D13","1798","D13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D13","0","X","2015-08-31 19:12","264.4","259.8","44704303.0","44488044.0","19073835.0","19008750.0","6556633.0","6470544.0"
"1798D12","1798","D12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D12","0","X","2015-08-31 19:12","268.6","264.2","45768633.0","45323390.0","19502051.0","19339114.0","6764531.0","6645162.0"
"1798D11","1798","D11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D11","0","X","2015-08-31 19:12","261.4","264.5","44194884.0","43819817.0","18874247.0","18695674.0","6446390.0","6428469.0"
"1798D10","1798","D10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D10","0","X","2015-08-31 19:12","265.2","265.9","47103213.0","44761574.0","20092122.0","19088932.0","6918969.0","6583710.0"
"1798D09","1798","D09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D09","0","X","2015-08-31 19:12","261.7","266.0","44310097.0","44141168.0","18921329.0","18824080.0","6467439.0","6493008.0"
"1798D08","1798","D08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D08","0","X","2015-08-31 19:12","262.2","264.7","45225810.0","44712270.0","19309310.0","19075294.0","6607190.0","6561682.0"
"1798D06","1798","D06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D06","0","X","2015-08-31 19:12","268.7","261.1","44857861.0","44748413.0","19113211.0","19112097.0","6631439.0","6524219.0"
"1798D05","1798","D05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D05","0","X","2015-08-31 19:12","264.6","260.5","45485026.0","45447568.0","19405274.0","19414542.0","6674478.0","6618484.0"
"1798D04","1798","D04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D04","0","X","2015-08-31 19:12","127.2","219.6","84519413.0","59357174.0","37426442.0","25667315.0","9666529.0","8022544.0"
"1798D03","1798","D03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D03","0","X","2015-08-31 19:12","260.5","259.4","47069687.0","46559493.0","20107348.0","19896392.0","6854991.0","6766709.0"
"1798D02","1798","D02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D02","0","X","2015-08-31 19:12","261.6","266.6","45345055.0","44907418.0","19363835.0","19147092.0","6617385.0","6613234.0"
"1798D01","1798","D01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798D01","0","X","2015-08-31 19:12","265.8","262.6","45719215.0","45463030.0","19498184.0","19408555.0","6722847.0","6645920.0"
"1798C24","1798","C24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C24","0","N","2015-08-31 19:12","262.5","260.5","46304293.0","46029362.0","19768052.0","19662828.0","6768189.0","6703706.0"
"1798C23","1798","C23","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C23","0","P","2015-08-31 19:12","197.6","198.8","30245587.0","30056425.0","13158750.0","13072440.0","3928087.0","3911545.0"
"1798C22","1798","C22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C22","0","X","2015-08-31 19:12","265.8","265.1","45543750.0","45585000.0","19423348.0","19445012.0","6697054.0","6694976.0"
"1798C21","1798","C21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C21","0","X","2015-08-31 19:12","248.6","252.4","48975244.0","48878197.0","20998275.0","20932504.0","6978694.0","7013189.0"
"1798C20","1798","C20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C20","0","X","2015-08-31 19:12","259.4","234.3","47825329.0","52963132.0","20437217.0","22805125.0","6950895.0","7352882.0"
"1798C19","1798","C19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C19","0","X","2015-08-31 19:12","265.2","264.6","45356955.0","45285204.0","19347243.0","19320540.0","6662469.0","6644124.0"
"1798C18","1798","C18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C18","0","X","2015-08-31 19:12","267.6","266.8","44836576.0","44861061.0","19110964.0","19126060.0","6614648.0","6608941.0"
"1798C17","1798","C17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C17","0","X","2015-08-31 19:12","260.5","260.6","48654741.0","47998125.0","20784312.0","20503488.0","7086117.0","6991149.0"
"1798C16","1798","C16","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C16","0","X","2015-08-31 19:12","238.6","256.3","50827170.0","47078936.0","21858171.0","20137419.0","7110828.0","6804098.0"
"1798C15","1798","C15","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C15","0","X","2015-08-31 19:12","269.1","265.0","47831888.0","48132880.0","20377873.0","20532648.0","7076142.0","7067584.0"
"1798C14","1798","C14","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C14","0","X","2015-08-31 19:12","266.5","263.8","45511803.0","45452935.0","19405234.0","19396837.0","6701335.0","6659261.0"
"1798C13","1798","C13","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C13","0","X","2015-08-31 19:12","262.0","268.0","45158184.0","44582439.0","19282095.0","19000178.0","6593994.0","6582083.0"
"1798C12","1798","C12","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C12","0","X","2015-08-31 19:12","272.1","260.9","44923834.0","45219980.0","19120646.0","19314716.0","6682542.0","6590548.0"
"1798C11","1798","C11","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C11","0","X","2015-08-31 19:12","267.2","266.9","46119363.0","45853714.0","19659912.0","19548590.0","6799539.0","6756534.0"
"1798C10","1798","C10","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C10","0","X","2015-08-31 19:12","264.4","264.9","45141331.0","45104020.0","19259923.0","19241060.0","6621485.0","6621900.0"
"1798C09","1798","C09","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C09","0","X","2015-08-31 19:12","266.4","272.4","45689976.0","44991311.0","19481589.0","19147492.0","6726798.0","6696327.0"
"1798C08","1798","C08","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C08","0","X","2015-08-31 19:12","264.8","269.9","49319456.0","49011968.0","21040014.0","20875276.0","7239428.0","7261416.0"
"1798C07","1798","C07","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C07","0","X","2015-08-31 19:12","268.7","262.7","46440178.0","45858623.0","19787161.0","19576783.0","6865856.0","6705057.0"
"1798C06","1798","C06","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C06","0","X","2015-08-31 19:12","301.0","294.4","79412131.0","67055930.0","33475801.0","28330377.0","12460529.0","10395176.0"
"1798C05","1798","C05","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C05","0","X","2015-08-31 19:12","236.1","237.4","43036849.0","42918801.0","18521383.0","18463587.0","5994083.0","5991627.0"
"1798C04","1798","C04","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C04","0","X","2015-08-31 19:12","277.5","282.6","57053733.0","56178189.0","24240952.0","23829136.0","8571829.0","8519917.0"
"1798C03","1798","C03","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C03","0","X","2015-08-31 19:12","257.9","264.1","44392371.0","44031470.0","18979117.0","18788414.0","6434137.0","6454642.0"
"1798C02","1798","C02","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C02","0","X","2015-08-31 19:12","263.0","266.0","46039587.0","45969009.0","19652259.0","19603130.0","6735069.0","6762749.0"
"1798C01","1798","C01","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798C01","0","X","2015-08-31 19:12","245.8","245.0","66205439.0","67423369.0","28409560.0","28939526.0","9386319.0","9544317.0"
"1798B24","1798","B24","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B24","0","N","2015-08-31 19:12","258.3","260.1","48056079.0","47474739.0","20542762.0","20283052.0","6970555.0","6908635.0"
"1798B22","1798","B22","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B22","0","X","2015-08-31 19:12","261.6","260.4","48045914.0","47555313.0","20517232.0","20315592.0","7011450.0","6924129.0"
"1798B21","1798","B21","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B21","0","X","2015-08-31 19:12","253.1","253.3","49107964.0","49471383.0","21026289.0","21180834.0","7055386.0","7109715.0"
"1798B20","1798","B20","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B20","0","X","2015-08-31 19:12","262.2","261.8","47602887.0","47379328.0","20324642.0","20231407.0","6953603.0","6916514.0"
"1798B19","1798","B19","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B19","0","X","2015-08-31 19:12","252.1","259.6","48462794.0","48440295.0","20756268.0","20698569.0","6950258.0","7043157.0"
"1798B18","1798","B18","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B18","0","X","2015-08-31 19:12","254.0","260.5","50063760.0","48147061.0","21429945.0","20567762.0","7203870.0","7011537.0"
"1798B17","1798","B17","https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HMS1798B17","0","X","2015-08-31 19:12","256.2","261.0","50122622.0","49967744.0","21440023.0","21342257.0","7242576.0","7283230.0"
